S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,Condition,Type,Male,Female,Age,Married,Unmarried,Education,Employment,Lat,Long,Age_Group
2082,Dadeldhura,Mahakali,Hill,Far-Western,2074,2017,Minor,Mental retardation,57,36,22,42,51.0,"College degree, bachelor, master",yes,29.22747472,80.48540118,Middle-age
2083,Dadeldhura,Mahakali,Hill,Far-Western,2074,2017,Normal,Hysteria,53,28,49,19,62.0,"College degree, bachelor, master",Unknown,29.22747472,80.48540118,old
2084,Dadeldhura,Mahakali,Hill,Far-Western,2074,2017,Major,Alcoholism,46,50,18,2,94.0,Up to 12 years of school,yes,29.22747472,80.48540118,young
2085,Dadeldhura,Mahakali,Hill,Far-Western,2074,2017,Severe,Epilepsy,29,57,35,24,62.0,"College degree, bachelor, master",Unknown,29.22747472,80.48540118,Middle-age
2086,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Severe,Depression,47,59,46,51,55.0,PhD/Doctorate,Unknown,29.48338045,80.53566864,old
2087,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Major,Psychosis,25,58,49,26,57.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,old
2088,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Severe,Anxiety,39,19,43,52,6.0,PhD/Doctorate,Unknown,29.48338045,80.53566864,old
2089,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Severe,Mental retardation,29,32,51,32,29.0,Up to 9 years of school,Unknown,29.48338045,80.53566864,old
2090,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Severe,Hysteria,18,25,33,20,23.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,Middle-age
2091,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Minor,Alcoholism,42,20,31,43,19.0,Unknown,Unknown,29.48338045,80.53566864,Middle-age
2092,Baitadi,Mahakali,Hill,Far-Western,2074,2017,Normal,Epilepsy,56,59,51,25,90.0,"College degree, bachelor, master",Unknown,29.48338045,80.53566864,old
2093,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Normal,Depression,58,48,49,55,51.0,"College degree, bachelor, master",Unknown,29.89271094,80.74136106,old
2094,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Minor,Psychosis,50,23,24,31,42.0,Unknown,yes,29.89271094,80.74136106,Middle-age
2095,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Severe,Anxiety,60,37,38,48,49.0,"College degree, bachelor, master",Unknown,29.89271094,80.74136106,Middle-age
2096,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Major,Mental retardation,49,40,21,51,38.0,"College degree, bachelor, master",yes,29.89271094,80.74136106,Middle-age
2097,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Minor,Hysteria,54,44,22,51,47.0,"College degree, bachelor, master",yes,29.89271094,80.74136106,Middle-age
2098,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Severe,Alcoholism,29,43,46,26,46.0,PhD/Doctorate,Unknown,29.89271094,80.74136106,old
2099,Darchula,Mahakali,Mountain,Far-Western,2074,2017,Normal,Epilepsy,19,51,39,40,30.0,"College degree, bachelor, master",Unknown,29.89271094,80.74136106,Middle-age
2100,Taplejung,Mechi,Mountain,Eastern,2075,2018,Severe,Depression,30,22,38,33,19.0,"College degree, bachelor, master",Unknown,27.61858869,87.85666093,Middle-age
2101,Taplejung,Mechi,Mountain,Eastern,2075,2018,Major,Psychosis,27,29,54,33,23.0,Up to 9 years of school,Unknown,27.61858869,87.85666093,old
2102,Taplejung,Mechi,Mountain,Eastern,2075,2018,Major,Anxiety,30,39,59,28,41.0,Up to 9 years of school,Unknown,27.61858869,87.85666093,old
2103,Taplejung,Mechi,Mountain,Eastern,2075,2018,Normal,Mental retardation,36,32,21,21,47.0,"College degree, bachelor, master",yes,27.61858869,87.85666093,Middle-age
2104,Taplejung,Mechi,Mountain,Eastern,2075,2018,Major,Hysteria,19,59,46,57,21.0,PhD/Doctorate,yes,27.61858869,87.85666093,old
2105,Taplejung,Mechi,Mountain,Eastern,2075,2018,Major,Alcoholism,55,21,59,31,45.0,Up to 9 years of school,yes,27.61858869,87.85666093,old
2106,Taplejung,Mechi,Mountain,Eastern,2075,2018,Major,Epilepsy,44,48,44,40,52.0,PhD/Doctorate,yes,27.61858869,87.85666093,old
2107,Panchthar,Mechi,Hill,Eastern,2075,2018,Severe,Depression,55,49,32,32,72.0,"College degree, bachelor, master",Unknown,27.05953098,87.82000369,Middle-age
2108,Panchthar,Mechi,Hill,Eastern,2075,2018,Normal,Psychosis,29,23,37,36,16.0,"College degree, bachelor, master",Unknown,27.05953098,87.82000369,Middle-age
2109,Panchthar,Mechi,Hill,Eastern,2075,2018,Minor,Anxiety,57,26,37,45,38.0,"College degree, bachelor, master",Unknown,27.05953098,87.82000369,Middle-age
2110,Panchthar,Mechi,Hill,Eastern,2075,2018,Minor,Mental retardation,25,36,43,30,31.0,PhD/Doctorate,yes,27.05953098,87.82000369,old
2111,Panchthar,Mechi,Hill,Eastern,2075,2018,Normal,Hysteria,27,29,29,55,1.0,"College degree, bachelor, master",Unknown,27.05953098,87.82000369,Middle-age
2112,Panchthar,Mechi,Hill,Eastern,2075,2018,Minor,Alcoholism,52,52,24,41,63.0,"College degree, bachelor, master",yes,27.05953098,87.82000369,Middle-age
2113,Panchthar,Mechi,Hill,Eastern,2075,2018,Severe,Epilepsy,25,24,35,23,26.0,"College degree, bachelor, master",no,27.05953098,87.82000369,Middle-age
2114,Ilam,Mechi,Hill,Eastern,2075,2018,Severe,Depression,23,59,59,45,37.0,"College degree, bachelor, master",yes,26.8560453,87.9452083,old
2115,Ilam,Mechi,Hill,Eastern,2075,2018,Severe,Psychosis,55,58,53,58,55.0,"College degree, bachelor, master",yes,26.8560453,87.9452083,old
2116,Ilam,Mechi,Hill,Eastern,2075,2018,Major,Anxiety,28,42,27,54,16.0,"College degree, bachelor, master",no,26.8560453,87.9452083,Middle-age
2117,Ilam,Mechi,Hill,Eastern,2075,2018,Normal,Mental retardation,52,32,41,46,38.0,PhD/Doctorate,yes,26.8560453,87.9452083,old
2118,Ilam,Mechi,Hill,Eastern,2075,2018,Severe,Hysteria,57,37,21,51,43.0,"College degree, bachelor, master",no,26.8560453,87.9452083,Middle-age
2119,Ilam,Mechi,Hill,Eastern,2075,2018,Normal,Alcoholism,47,31,37,60,18.0,"College degree, bachelor, master",no,26.8560453,87.9452083,Middle-age
2120,Ilam,Mechi,Hill,Eastern,2075,2018,Minor,Epilepsy,52,43,33,19,76.0,"College degree, bachelor, master",no,26.8560453,87.9452083,Middle-age
2121,Jhapa,Mechi,Terai,Eastern,2075,2018,Major,Depression,57,28,34,24,61.0,"College degree, bachelor, master",no,26.57197501,87.95532113,Middle-age
2122,Jhapa,Mechi,Terai,Eastern,2075,2018,Severe,Psychosis,35,20,43,41,14.0,PhD/Doctorate,yes,26.57197501,87.95532113,old
2123,Jhapa,Mechi,Terai,Eastern,2075,2018,Normal,Anxiety,28,55,22,22,61.0,"College degree, bachelor, master",no,26.57197501,87.95532113,Middle-age
2124,Jhapa,Mechi,Terai,Eastern,2075,2018,Normal,Mental retardation,21,35,43,25,31.0,PhD/Doctorate,yes,26.57197501,87.95532113,old
2125,Jhapa,Mechi,Terai,Eastern,2075,2018,Severe,Hysteria,44,55,22,48,51.0,"College degree, bachelor, master",no,26.57197501,87.95532113,Middle-age
2126,Jhapa,Mechi,Terai,Eastern,2075,2018,Major,Alcoholism,34,53,40,51,36.0,PhD/Doctorate,no,26.57197501,87.95532113,old
2127,Jhapa,Mechi,Terai,Eastern,2075,2018,Normal,Epilepsy,48,31,60,32,47.0,Up to 9 years of school,no,26.57197501,87.95532113,old
2128,Morang,Kosi,Terai,Eastern,2075,2018,Minor,Depression,60,46,54,51,55.0,"College degree, bachelor, master",no,26.58315547,87.45387395,old
2129,Morang,Kosi,Terai,Eastern,2075,2018,Normal,Psychosis,46,40,35,43,43.0,"College degree, bachelor, master",no,26.58315547,87.45387395,Middle-age
2130,Morang,Kosi,Terai,Eastern,2075,2018,Severe,Anxiety,35,57,30,24,68.0,"College degree, bachelor, master",no,26.58315547,87.45387395,Middle-age
2131,Morang,Kosi,Terai,Eastern,2075,2018,Major,Mental retardation,42,18,30,37,23.0,"College degree, bachelor, master",no,26.58315547,87.45387395,Middle-age
2132,Morang,Kosi,Terai,Eastern,2075,2018,Minor,Hysteria,47,31,55,40,38.0,Unknown,no,26.58315547,87.45387395,old
2133,Morang,Kosi,Terai,Eastern,2075,2018,Minor,Alcoholism,49,39,29,54,34.0,"College degree, bachelor, master",no,26.58315547,87.45387395,Middle-age
2134,Morang,Kosi,Terai,Eastern,2075,2018,Minor,Epilepsy,23,59,20,32,50.0,"College degree, bachelor, master",no,26.58315547,87.45387395,Middle-age
2135,Sunsari,Kosi,Terai,Eastern,2075,2018,Normal,Depression,30,53,55,45,38.0,"College degree, bachelor, master",no,26.68353642,87.1812749,old
2136,Sunsari,Kosi,Terai,Eastern,2075,2018,Minor,Psychosis,31,23,20,30,24.0,"College degree, bachelor, master",no,26.68353642,87.1812749,Middle-age
2137,Sunsari,Kosi,Terai,Eastern,2075,2018,Minor,Anxiety,28,42,53,40,30.0,"College degree, bachelor, master",no,26.68353642,87.1812749,old
2138,Sunsari,Kosi,Terai,Eastern,2075,2018,Minor,Mental retardation,57,43,37,23,77.0,"College degree, bachelor, master",no,26.68353642,87.1812749,Middle-age
2139,Sunsari,Kosi,Terai,Eastern,2075,2018,Minor,Hysteria,35,24,35,45,14.0,"College degree, bachelor, master",no,26.68353642,87.1812749,Middle-age
2140,Sunsari,Kosi,Terai,Eastern,2075,2018,Major,Alcoholism,57,57,31,41,73.0,"College degree, bachelor, master",no,26.68353642,87.1812749,Middle-age
2141,Sunsari,Kosi,Terai,Eastern,2075,2018,Major,Epilepsy,24,59,32,22,61.0,"College degree, bachelor, master",no,26.68353642,87.1812749,Middle-age
2142,Dhankuta,Kosi,Hill,Eastern,2075,2018,Minor,Depression,55,44,32,42,57.0,"College degree, bachelor, master",no,26.97426594,87.36675537,Middle-age
2143,Dhankuta,Kosi,Hill,Eastern,2075,2018,Major,Psychosis,47,44,60,42,49.0,Up to 9 years of school,no,26.97426594,87.36675537,old
2144,Dhankuta,Kosi,Hill,Eastern,2075,2018,Major,Anxiety,60,52,58,56,56.0,"College degree, bachelor, master",no,26.97426594,87.36675537,old
2145,Dhankuta,Kosi,Hill,Eastern,2075,2018,Normal,Mental retardation,35,45,58,35,45.0,Up to 12 years of school,no,26.97426594,87.36675537,old
2146,Dhankuta,Kosi,Hill,Eastern,2075,2018,Minor,Hysteria,56,26,43,33,49.0,PhD/Doctorate,yes,26.97426594,87.36675537,old
2147,Dhankuta,Kosi,Hill,Eastern,2075,2018,Severe,Alcoholism,21,52,20,20,53.0,"College degree, bachelor, master",no,26.97426594,87.36675537,Middle-age
2148,Dhankuta,Kosi,Hill,Eastern,2075,2018,Normal,Epilepsy,37,21,59,24,34.0,Up to 9 years of school,Unknown,26.97426594,87.36675537,old
2149,Teharthum,Kosi,Hill,Eastern,2075,2018,Major,Depression,43,53,42,55,41.0,PhD/Doctorate,Unknown,27.13350032,87.55401564,old
2150,Teharthum,Kosi,Hill,Eastern,2075,2018,Severe,Psychosis,32,20,23,28,24.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age
2151,Teharthum,Kosi,Hill,Eastern,2075,2018,Severe,Anxiety,48,32,29,24,56.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age
2152,Teharthum,Kosi,Hill,Eastern,2075,2018,Minor,Mental retardation,39,31,53,58,12.0,"College degree, bachelor, master",Unknown,27.13350032,87.55401564,old
2153,Teharthum,Kosi,Hill,Eastern,2075,2018,Severe,Hysteria,49,59,52,19,89.0,"College degree, bachelor, master",Unknown,27.13350032,87.55401564,old
2154,Teharthum,Kosi,Hill,Eastern,2075,2018,Severe,Alcoholism,30,42,39,29,43.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age
2155,Teharthum,Kosi,Hill,Eastern,2075,2018,Normal,Epilepsy,48,42,20,52,38.0,"College degree, bachelor, master",no,27.13350032,87.55401564,Middle-age
2156,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Normal,Depression,21,28,27,27,22.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age
2157,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Normal,Psychosis,57,35,49,39,53.0,Up to 9 years of school,Unknown,27.52454419,87.29855621,old
2158,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Major,Anxiety,25,40,33,40,25.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age
2159,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Minor,Mental retardation,34,57,19,58,33.0,"Some College, short continuing education or equivalent",no,27.52454419,87.29855621,young
2160,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Minor,Hysteria,49,35,29,36,48.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age
2161,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Severe,Alcoholism,30,23,29,38,15.0,"College degree, bachelor, master",no,27.52454419,87.29855621,Middle-age
2162,Sankhuwasabha,Kosi,Mountain,Eastern,2075,2018,Severe,Epilepsy,59,24,49,28,55.0,"College degree, bachelor, master",Unknown,27.52454419,87.29855621,old
2163,Bhojpur,Kosi,Hill,Eastern,2075,2018,Minor,Depression,26,47,54,44,29.0,"College degree, bachelor, master",Unknown,27.21832031,87.06666799,old
2164,Bhojpur,Kosi,Hill,Eastern,2075,2018,Minor,Psychosis,29,24,55,29,24.0,Up to 9 years of school,Unknown,27.21832031,87.06666799,old
2165,Bhojpur,Kosi,Hill,Eastern,2075,2018,Severe,Anxiety,41,32,52,35,38.0,"College degree, bachelor, master",Unknown,27.21832031,87.06666799,old
2166,Bhojpur,Kosi,Hill,Eastern,2075,2018,Severe,Mental retardation,25,31,56,29,27.0,Up to 9 years of school,Unknown,27.21832031,87.06666799,old
2167,Bhojpur,Kosi,Hill,Eastern,2075,2018,Major,Hysteria,20,38,50,24,34.0,"College degree, bachelor, master",yes,27.21832031,87.06666799,old
2168,Bhojpur,Kosi,Hill,Eastern,2075,2018,Severe,Alcoholism,55,19,47,29,45.0,PhD/Doctorate,yes,27.21832031,87.06666799,old
2169,Bhojpur,Kosi,Hill,Eastern,2075,2018,Major,Epilepsy,50,52,40,56,46.0,PhD/Doctorate,no,27.21832031,87.06666799,old
2170,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Severe,Depression,26,52,31,31,47.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age
2171,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Minor,Psychosis,43,38,35,32,49.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age
2172,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Minor,Anxiety,45,18,31,40,23.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age
2173,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Minor,Mental retardation,46,51,42,35,62.0,PhD/Doctorate,no,27.75423434,86.69879175,old
2174,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Severe,Hysteria,55,18,41,24,49.0,PhD/Doctorate,no,27.75423434,86.69879175,old
2175,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Major,Alcoholism,53,38,31,19,72.0,"College degree, bachelor, master",no,27.75423434,86.69879175,Middle-age
2176,Solukhumbu,Sagarmatha,Mountain,Eastern,2075,2018,Normal,Epilepsy,26,33,24,53,6.0,"College degree, bachelor, master",yes,27.75423434,86.69879175,Middle-age
2177,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Depression,47,19,21,50,16.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,Middle-age
2178,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Psychosis,21,31,47,35,17.0,PhD/Doctorate,no,27.32850363,86.41723305,old
2179,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Anxiety,20,36,28,28,28.0,"College degree, bachelor, master",no,27.32850363,86.41723305,Middle-age
2180,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Major,Mental retardation,33,47,21,19,61.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,Middle-age
2181,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Normal,Hysteria,21,49,53,57,13.0,"College degree, bachelor, master",no,27.32850363,86.41723305,old
2182,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Severe,Alcoholism,24,60,50,36,48.0,"College degree, bachelor, master",yes,27.32850363,86.41723305,old
2183,Okhaldhunga,Sagarmatha,Hill,Eastern,2075,2018,Minor,Epilepsy,34,18,57,19,33.0,Up to 9 years of school,yes,27.32850363,86.41723305,old
2184,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Minor,Depression,59,55,27,34,80.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age
2185,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Severe,Psychosis,45,52,47,23,74.0,PhD/Doctorate,yes,27.10524151,86.76344684,old
2186,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Major,Anxiety,44,33,56,30,47.0,"College degree, bachelor, master",yes,27.10524151,86.76344684,old
2187,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Minor,Mental retardation,50,35,29,55,30.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age
2188,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Normal,Hysteria,55,21,45,31,45.0,PhD/Doctorate,yes,27.10524151,86.76344684,old
2189,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Severe,Alcoholism,45,49,39,25,69.0,"College degree, bachelor, master",no,27.10524151,86.76344684,Middle-age
2190,Khotang,Sagarmatha,Hill,Eastern,2076,2019,Major,Epilepsy,31,57,53,23,65.0,"College degree, bachelor, master",yes,27.10524151,86.76344684,old
2191,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Normal,Depression,59,39,32,47,51.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age
2192,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Severe,Psychosis,42,58,19,53,47.0,"Some College, short continuing education or equivalent",no,26.89706243,86.62430815,young
2193,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Major,Anxiety,47,42,31,37,52.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age
2194,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Major,Mental retardation,40,37,45,23,54.0,PhD/Doctorate,yes,26.89706243,86.62430815,old
2195,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Minor,Hysteria,36,29,48,30,35.0,PhD/Doctorate,yes,26.89706243,86.62430815,old
2196,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Normal,Alcoholism,22,58,59,58,22.0,Up to 9 years of school,retired,26.89706243,86.62430815,old
2197,Udaypur,Sagarmatha,Hill,Eastern,2076,2019,Severe,Epilepsy,49,26,33,22,53.0,"College degree, bachelor, master",no,26.89706243,86.62430815,Middle-age
2198,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Depression,39,19,25,43,15.0,"College degree, bachelor, master",yes,26.59685229,86.73725506,Middle-age
2199,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Psychosis,24,35,36,56,3.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age
2200,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Normal,Anxiety,30,34,58,57,7.0,"College degree, bachelor, master",retired,26.59685229,86.73725506,old
2201,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Minor,Mental retardation,34,21,34,39,16.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age
2202,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Hysteria,49,53,42,41,61.0,PhD/Doctorate,no,26.59685229,86.73725506,old
2203,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Alcoholism,37,33,43,50,20.0,PhD/Doctorate,Unknown,26.59685229,86.73725506,old
2204,Saptari,Sagarmatha,Terai,Eastern,2076,2019,Severe,Epilepsy,32,48,27,41,39.0,"College degree, bachelor, master",no,26.59685229,86.73725506,Middle-age
2205,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Major,Depression,60,59,26,32,87.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age
2206,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Normal,Psychosis,34,46,26,29,51.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age
2207,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Severe,Anxiety,50,19,40,25,44.0,PhD/Doctorate,no,26.6852784,86.32651559,old
2208,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Major,Mental retardation,57,25,18,4,78.0,Up to 12 years of school,no,26.6852784,86.32651559,young
2209,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Major,Hysteria,37,39,57,38,38.0,"College degree, bachelor, master",Unknown,26.6852784,86.32651559,old
2210,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Minor,Alcoholism,56,26,18,4,78.0,Up to 12 years of school,no,26.6852784,86.32651559,young
2211,Siraha,Sagarmatha,Terai,Eastern,2076,2019,Minor,Epilepsy,32,60,34,21,71.0,"College degree, bachelor, master",no,26.6852784,86.32651559,Middle-age
2212,Dhanusha,Janakpur,Terai,Central,2076,2019,Normal,Depression,43,40,26,23,60.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age
2213,Dhanusha,Janakpur,Terai,Central,2076,2019,Minor,Psychosis,21,35,32,46,10.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age
2214,Dhanusha,Janakpur,Terai,Central,2076,2019,Minor,Anxiety,28,40,43,55,13.0,PhD/Doctorate,Unknown,26.79587245,86.00721975,old
2215,Dhanusha,Janakpur,Terai,Central,2076,2019,Severe,Mental retardation,55,60,28,48,67.0,"College degree, bachelor, master",no,26.79587245,86.00721975,Middle-age
2216,Dhanusha,Janakpur,Terai,Central,2076,2019,Severe,Hysteria,29,24,56,31,22.0,"College degree, bachelor, master",Unknown,26.79587245,86.00721975,old
2217,Dhanusha,Janakpur,Terai,Central,2076,2019,Major,Alcoholism,44,32,45,49,27.0,PhD/Doctorate,Unknown,26.79587245,86.00721975,old
2218,Dhanusha,Janakpur,Terai,Central,2076,2019,Minor,Epilepsy,46,36,60,44,38.0,Up to 9 years of school,retired,26.79587245,86.00721975,old
2219,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Depression,32,48,51,24,56.0,"College degree, bachelor, master",no,26.85777117,85.82059516,old
2220,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Psychosis,47,56,47,24,79.0,PhD/Doctorate,no,26.85777117,85.82059516,old
2221,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Anxiety,35,54,46,47,42.0,PhD/Doctorate,no,26.85777117,85.82059516,old
2222,Mahottari,Janakpur,Terai,Central,2076,2019,Normal,Mental retardation,45,56,58,36,65.0,Up to 9 years of school,retired,26.85777117,85.82059516,old
